price,marketing_spend,num_features,usage,tenure,satisfaction,churn
169.22,5909.94,6,22.76,2,2.79,0
154.05,11819.76,12,48.22,59,4.74,0
83.12,12244.39,10,76.04,37,2.63,0
62.36,3147.78,2,31.75,4,1.71,0
152.07,6131.72,2,6.89,41,3.2,0
148.18,6226.94,11,56.42,45,3.35,0
90.99,3119.75,14,95.88,34,3.54,0
192.63,12178.35,7,42.17,13,2.65,0
72.66,10901.2,5,44.91,7,1.19,0
114.85,3665.35,5,97.05,32,3.51,0
191.54,6134.11,8,70.99,23,4.73,0
112.96,2481.27,12,73.32,49,4.83,0
145.78,9794.89,12,58.46,47,3.39,0
109.64,2699.21,7,97.59,37,1.08,0
91.13,14803.08,12,70.44,48,1.42,0
197.6,11929.55,14,90.03,29,4.34,0
111.4,6463.34,9,71.44,37,4.32,0
184.11,9099.9,4,74.84,23,4.78,0
84.49,13758.79,10,32.59,38,3.26,0
81.97,8757.39,4,33.83,44,4.46,0
54.67,3442.98,2,79.38,5,4.3,0
147.75,6301.85,3,33.19,52,3.36,0
105.28,12804.03,1,58.46,40,4.13,0
179.65,10018.98,1,28.69,11,1.5,0
120.98,10110.14,7,82.61,2,3.56,0
195.23,13135.5,14,15.5,35,4.81,0
77.83,13515.62,14,83.8,45,1.65,0
180.29,13877.1,5,62.26,49,3.98,0
166.49,2327.89,3,22.76,35,2.28,0
165.64,8617.76,7,56.49,32,4.27,0
176.72,11367.13,14,31.84,68,3.79,0
164.15,11596.98,2,35.73,71,4.7,0
143.93,9494.03,3,38.4,39,3.85,0
69.69,3335.02,1,11.02,48,2.64,0
54.88,12163.89,8,98.67,37,1.04,0
188.13,11081.56,2,8.0,60,4.17,0
142.5,2205.9,7,67.94,4,2.63,0
169.48,7493.34,11,40.27,23,3.68,0
122.23,3435.68,9,66.37,14,1.42,0
67.6,5724.68,6,38.84,5,4.56,0
68.78,1253.14,2,69.01,66,2.74,0
152.83,6604.62,2,74.28,24,4.68,0
114.55,8698.28,9,70.6,18,3.83,0
80.08,9674.16,10,15.83,27,1.49,0
123.74,10288.86,8,67.4,24,3.32,0
59.63,12708.08,14,31.6,29,4.64,0
137.3,4016.48,14,7.74,11,4.2,0
90.35,2686.75,14,44.41,18,2.67,0
169.63,12921.52,9,46.19,4,4.82,0
96.55,3192.58,4,49.38,33,2.07,0
118.28,14646.64,4,71.96,42,2.5,0
51.74,12795.54,2,34.34,32,4.0,0
60.87,8012.27,14,34.95,51,1.93,0
108.87,14739.9,10,10.75,4,3.06,0
121.99,2363.27,1,70.25,20,3.92,0
140.0,5242.92,10,58.94,67,3.58,0
93.75,9935.14,13,38.2,68,1.62,0
154.25,5900.1,4,71.99,62,3.52,0
179.02,13997.22,10,56.05,58,3.29,0
166.98,1918.77,10,49.58,47,3.23,0
55.94,8691.77,11,53.58,59,4.3,0
122.08,9272.13,8,65.45,6,1.74,0
65.74,10138.19,2,67.7,40,4.01,0
86.31,4579.33,13,32.45,23,4.04,0
198.0,6103.93,12,18.37,52,3.89,0
71.37,12811.53,11,19.88,4,3.02,0
124.83,3729.2,8,65.74,37,2.58,0
142.72,12576.15,1,87.92,42,2.58,0
155.37,8877.18,1,43.9,44,3.94,0
133.95,11670.63,4,21.1,42,2.99,0
51.47,10990.5,7,76.88,29,2.35,0
98.97,3905.16,9,84.09,19,3.5,0
127.66,8963.38,5,88.66,32,4.35,0
63.18,13148.12,2,62.65,44,1.25,0
102.59,7049.63,12,86.77,55,4.89,0
54.98,14532.27,7,6.46,5,1.39,0
61.79,7331.01,11,15.19,46,3.05,0
109.54,2999.0,2,13.79,45,3.24,0
69.91,6452.09,9,72.7,21,1.55,0
135.13,14323.83,9,11.61,22,4.66,0
153.42,5476.09,3,52.15,30,2.89,0
170.09,13153.37,13,49.91,23,1.57,0
80.02,13337.51,8,34.52,5,3.85,0
75.12,5902.61,11,87.69,63,3.65,0
65.69,2165.61,4,21.19,59,4.85,0
145.46,11143.81,3,38.48,52,2.77,0
155.97,5361.17,1,78.55,65,2.07,0
54.74,11960.93,5,7.89,39,1.24,0
190.43,7197.17,13,68.93,3,3.93,0
57.8,7793.73,14,82.56,42,3.47,0
131.19,11890.73,11,93.57,71,4.89,0
156.36,6353.09,4,88.25,27,3.85,0
180.65,7203.78,1,35.34,28,4.73,0
157.11,6266.67,10,60.7,54,4.97,0
170.26,6142.77,8,12.34,15,2.71,0
100.92,8363.25,8,29.5,53,1.6,0
172.22,12323.19,13,13.95,70,1.78,0
62.02,6064.76,8,34.94,4,2.27,0
184.22,8339.57,3,88.14,17,3.04,0
132.14,10390.18,6,37.98,34,1.49,0
172.59,4772.15,12,58.38,6,2.21,0
117.85,4885.32,12,46.17,36,2.23,0
146.54,14067.78,7,48.6,39,1.02,0
128.96,11129.48,9,97.11,66,2.42,0
159.74,9080.61,5,33.13,8,1.46,0
62.24,10068.08,9,64.6,15,2.72,0
59.05,1410.19,6,44.91,63,1.79,0
87.07,9653.44,10,10.81,65,4.29,0
73.93,8133.12,10,51.49,59,1.32,0
180.77,8640.5,10,82.27,10,4.46,0
82.88,6031.93,4,14.38,7,3.32,1
196.38,2140.63,13,11.61,12,2.83,1
100.53,3706.75,1,19.59,46,3.2,0
77.32,14310.43,1,77.62,32,2.5,0
168.45,6721.79,14,73.78,32,1.51,0
148.81,7533.56,10,58.68,61,4.06,0
124.73,1737.94,5,49.48,69,4.71,0
133.3,1525.93,13,89.39,61,4.8,0
157.88,11040.54,14,77.84,46,3.68,0
84.27,8533.33,3,82.13,68,2.64,0
199.45,8121.88,5,82.26,55,2.91,0
196.22,4403.74,5,66.06,1,3.63,0
147.55,11426.51,1,48.51,67,4.29,0
79.93,3355.31,14,87.14,49,2.5,0
152.03,3659.09,8,92.97,25,4.67,0
60.83,7449.97,5,7.26,16,2.3,0
54.6,5007.92,5,9.9,13,3.12,0
88.65,4464.48,9,96.08,52,4.85,0
119.39,10033.33,8,31.33,36,4.75,0
180.24,10113.6,13,87.97,44,3.78,0
159.08,12543.24,1,41.94,47,2.3,0
161.41,6847.92,3,16.31,20,1.88,1
113.82,2023.19,12,12.64,18,1.32,0
101.89,4831.33,7,19.87,54,3.83,0
105.66,14720.08,1,28.74,12,3.01,0
198.15,9347.62,1,51.41,25,3.29,0
56.02,10936.32,5,71.64,60,2.89,0
180.05,1103.01,9,98.71,34,2.93,0
136.8,8254.88,6,46.94,13,3.29,0
115.79,1525.4,10,54.23,38,4.66,0
158.79,8969.22,2,54.57,12,1.12,1
123.0,13890.79,11,56.25,36,4.21,0
181.01,14557.87,9,54.19,28,2.56,0
185.11,8567.74,6,5.83,39,3.98,0
113.26,7414.87,5,5.16,43,4.79,0
91.52,14230.24,5,14.28,31,2.23,0
138.85,10430.54,12,14.65,2,1.36,1
186.85,1908.59,3,71.97,42,1.93,0
81.6,7520.16,14,24.47,31,1.89,0
143.44,4363.43,6,90.0,61,3.97,0
144.73,7577.26,13,93.22,56,1.25,0
159.97,7376.52,4,97.71,14,1.2,0
69.74,9150.03,13,94.21,14,3.77,0
157.37,5994.79,12,30.83,29,3.23,0
186.35,3299.79,10,53.43,50,2.67,0
76.95,8052.07,14,21.67,50,3.3,0
85.63,12622.84,2,81.59,63,3.94,0
195.71,10296.17,13,89.4,65,1.41,0
77.15,5737.15,3,85.87,68,3.21,0
178.16,14097.32,9,46.17,71,4.3,0
123.84,13770.91,11,77.07,11,2.45,0
87.08,3930.88,11,14.27,14,4.05,0
180.61,1551.85,9,8.82,3,4.38,0
116.8,11378.32,6,76.56,8,4.28,0
127.22,12586.54,10,45.41,43,3.6,0
103.89,14550.1,10,99.58,9,3.87,0
138.94,13457.71,14,14.24,19,4.15,0
74.53,9407.49,9,86.28,12,3.93,0
108.66,8420.73,4,50.6,27,2.81,0
195.41,1389.77,11,83.58,58,1.64,0
88.72,4453.19,5,82.63,25,2.24,0
148.51,7434.61,10,92.02,45,1.83,0
98.78,9799.05,6,33.3,48,2.45,0
166.02,8801.53,13,95.23,50,2.96,0
69.63,11396.9,9,19.41,44,4.84,0
195.47,4916.74,13,12.79,59,4.84,0
118.07,8909.34,5,46.0,33,4.08,0
85.41,2233.99,8,83.69,28,4.92,0
61.02,6791.32,11,49.98,18,4.99,0
75.46,11502.25,1,83.78,55,4.54,0
127.97,10707.61,5,74.32,33,1.32,0
100.55,14869.0,10,24.9,15,2.7,0
174.33,4890.48,1,95.14,61,3.14,0
114.63,7974.65,10,10.77,11,1.5,0
87.31,5613.43,14,90.34,36,4.23,0
142.57,7168.44,6,33.92,15,1.59,0
156.02,12997.3,7,52.51,53,2.53,0
75.06,10578.93,12,45.12,62,1.28,0
75.14,13354.18,14,21.32,48,3.1,0
55.5,3849.16,5,39.02,15,3.39,0
160.46,13227.06,1,23.33,63,3.94,0
149.57,1836.67,6,24.37,43,2.36,0
121.19,13440.39,10,22.77,50,3.36,0
176.63,5607.03,5,51.46,60,3.94,0
170.85,5404.23,6,80.8,59,4.05,0
137.8,8169.24,11,59.05,15,2.21,0
180.24,14169.66,10,89.85,29,1.27,0
80.88,1668.94,7,65.47,40,1.15,0
66.79,5931.23,7,70.49,31,4.07,0
90.46,12992.01,2,68.42,11,2.54,0
58.56,6544.76,12,47.7,62,1.54,0
129.68,3788.2,3,70.49,8,1.74,0
190.49,6947.12,12,11.62,51,4.06,0
55.9,6397.74,6,86.69,57,3.4,0
68.32,13815.83,3,78.89,4,3.01,0
117.83,11667.08,2,28.3,36,3.49,0
190.08,8071.62,4,77.96,19,1.55,0
97.42,14837.19,5,6.2,24,2.28,0
126.09,7513.89,11,25.64,41,2.5,0
56.24,1815.33,10,11.19,49,2.26,0
72.25,4671.84,9,79.12,46,4.46,0
197.99,7104.99,3,76.81,36,3.33,0
194.77,3196.64,3,82.3,10,3.92,1
50.74,14265.91,6,5.43,7,1.95,0
192.77,11735.88,5,52.62,12,2.06,0
145.87,4756.02,6,71.96,48,1.9,0
180.19,9271.26,7,19.76,37,3.75,0
118.21,11100.29,11,66.73,36,2.4,0
127.34,14177.91,3,12.99,60,2.62,0
123.33,13342.89,13,22.23,8,3.84,0
150.03,8212.69,5,50.2,7,4.89,0
70.95,11845.14,8,67.09,43,1.65,0
54.5,8870.03,4,18.86,58,1.25,0
96.19,8737.85,10,22.6,46,1.78,0
155.7,2606.39,2,24.42,34,3.94,0
80.28,2765.93,4,27.68,22,1.78,1
151.01,8413.47,2,26.52,21,3.34,0
195.49,4764.06,3,42.54,15,3.36,0
64.09,1294.52,4,67.11,5,2.18,0
150.89,11119.75,4,46.61,17,1.27,0
116.56,1454.81,10,78.72,19,2.6,0
180.22,9333.88,9,73.33,5,1.75,0
76.57,8548.71,10,17.02,23,1.74,0
153.89,14563.41,6,9.64,14,3.09,1
175.72,7778.98,9,88.4,10,3.69,0
191.69,1890.42,4,12.58,31,1.3,1
152.49,8723.63,9,19.09,13,3.31,0
124.58,12775.35,11,7.1,22,1.98,0
142.68,14955.89,13,64.69,37,3.69,0
180.34,7024.8,9,60.33,39,4.24,0
135.59,5484.18,6,98.76,10,4.23,0
54.56,13693.15,5,89.26,31,2.48,0
189.64,3677.39,3,44.03,43,3.27,0
153.43,9616.0,14,40.3,36,4.17,0
151.48,6680.0,5,33.2,35,1.24,0
82.35,1575.15,3,19.48,68,3.42,0
148.83,5862.04,5,18.12,55,4.35,0
109.08,4713.2,5,17.57,68,2.49,0
147.68,10605.28,2,15.84,47,2.82,0
65.99,14283.07,14,27.85,6,3.79,0
148.68,4752.66,14,34.13,28,1.27,0
199.91,12360.52,9,96.35,30,2.54,0
57.23,1775.04,7,59.95,27,2.18,0
196.58,8533.69,14,98.82,69,1.07,0
111.04,1987.7,6,40.38,39,1.78,0
180.61,14076.46,5,48.47,35,2.58,0
167.36,11728.92,4,35.83,44,1.79,0
135.05,10211.3,8,22.37,15,3.41,1
160.77,12534.55,2,18.6,32,2.79,0
181.78,10065.28,8,94.78,29,1.16,0
110.62,14565.22,1,98.75,63,2.1,0
99.05,10995.41,10,9.27,6,1.08,0
150.14,13945.22,1,19.28,27,2.43,1
171.18,8239.85,3,45.23,28,2.04,0
164.34,2638.9,5,22.7,5,3.75,0
169.67,8394.49,14,39.57,41,2.23,0
115.34,2776.22,6,17.26,56,2.5,0
172.68,9294.91,4,48.37,54,3.9,0
68.03,7754.9,7,30.81,18,2.92,0
131.67,9716.06,7,38.43,43,3.23,0
50.86,1140.66,2,13.96,29,4.37,0
98.69,3727.77,2,45.67,10,1.83,0
104.97,7878.63,2,98.41,6,4.96,0
109.43,14307.05,14,36.24,4,4.6,0
154.32,6370.53,2,88.26,34,2.15,0
108.28,6941.21,13,85.1,33,4.57,0
117.3,11005.75,9,95.45,4,4.02,0
85.63,9453.1,14,80.06,44,4.72,0
105.99,5184.97,5,67.66,31,3.76,0
84.09,6751.43,11,86.38,66,3.7,0
60.98,4047.8,8,12.19,58,1.01,0
140.52,14524.3,5,48.97,60,2.9,0
150.23,2828.88,13,98.98,2,1.8,0
142.92,6205.71,11,78.11,36,2.3,0
119.52,1361.75,5,96.4,70,4.92,0
106.97,4104.91,1,79.07,60,1.34,0
179.5,11926.6,6,88.11,23,3.89,0
127.86,3816.45,4,72.12,47,1.69,0
121.88,2120.89,3,77.25,46,1.03,0
53.85,7642.34,6,54.7,44,3.01,0
101.19,1139.57,2,92.8,19,1.64,0
107.03,2186.73,8,83.38,49,4.86,0
109.82,12306.76,1,85.17,58,1.81,0
137.03,11800.63,12,68.94,7,1.77,0
130.04,13811.94,9,33.94,41,1.13,0
141.19,12963.22,8,8.38,15,2.32,0
164.73,10564.46,1,93.89,53,1.1,0
171.95,1732.66,10,60.68,23,3.0,0
157.72,11959.88,12,33.32,65,3.02,0
193.33,12837.15,9,19.17,60,1.21,0
52.73,12187.15,2,83.8,10,1.96,0
79.37,8118.71,3,84.47,58,4.33,0
51.13,4260.63,2,82.38,47,2.85,0
147.12,12834.62,13,66.28,15,2.74,0
184.7,11180.28,14,39.77,9,3.8,0
86.52,14730.66,8,33.89,13,3.86,0
189.06,3179.7,2,5.81,23,4.05,0
59.04,4159.3,10,84.19,33,4.32,0
190.17,3965.17,2,13.31,9,1.93,1
102.74,12095.56,1,64.92,3,1.27,0
65.21,3616.7,7,52.89,25,2.52,0
122.88,1933.24,12,55.04,71,4.42,0
88.52,14979.85,2,93.04,36,1.31,0
92.73,1347.44,10,8.0,20,3.3,0
96.09,12693.42,5,78.47,54,3.8,0
170.45,6115.14,5,9.94,19,2.93,0
130.87,12782.62,3,8.62,60,2.02,0
96.7,8764.69,3,45.83,37,2.31,0
141.55,13622.84,13,10.99,3,1.29,0
157.42,13966.7,12,79.97,19,2.17,0
90.89,1127.37,3,55.31,53,1.18,0
112.03,2055.77,6,7.76,46,3.91,0
68.28,4505.02,14,8.85,56,4.59,0
77.17,10370.42,4,63.2,70,3.53,0
152.17,13435.81,13,81.58,31,3.63,0
77.22,7439.19,3,46.59,53,2.89,0
128.77,9497.62,2,57.69,34,1.62,0
156.36,3639.0,13,80.98,31,1.03,0
66.03,12269.54,3,63.0,60,2.38,0
135.1,14542.59,4,26.35,11,4.01,0
88.48,4760.39,6,63.24,6,4.84,0
194.44,7927.56,4,64.69,27,2.72,0
122.53,2205.63,8,74.74,7,2.46,0
170.9,8827.91,3,63.98,49,2.78,0
132.53,8038.97,12,97.08,60,2.71,0
56.51,3022.11,3,23.74,33,3.5,0
144.97,7188.93,3,95.35,47,3.94,0
192.71,5677.47,8,56.14,44,4.14,0
140.24,8305.63,4,68.84,27,3.6,0
172.88,9199.16,1,14.45,22,2.75,1
182.63,1118.94,2,41.15,47,4.8,0
84.21,11654.08,13,78.09,48,3.84,0
81.81,10982.2,14,72.16,30,2.71,0
141.65,6128.01,10,8.81,2,2.79,0
111.65,1741.1,13,56.93,15,4.27,0
175.98,11569.06,13,13.39,47,2.76,0
185.0,14372.45,14,99.61,27,3.07,0
103.01,4362.12,2,90.24,71,2.17,0
85.53,5529.34,14,7.0,27,4.36,0
167.08,3573.38,3,86.57,13,3.09,0
91.22,9077.11,6,92.35,55,3.21,0
173.39,3167.78,8,38.59,17,4.52,0
113.56,5986.72,12,73.35,59,4.68,0
150.13,10758.18,1,47.0,10,4.3,0
64.33,8841.62,9,67.25,33,1.26,0
143.58,6410.48,1,37.33,37,2.77,0
117.77,6883.49,10,35.64,8,2.37,0
137.99,8869.55,2,45.32,33,1.85,1
75.2,1082.11,3,18.83,7,4.64,0
160.53,2099.14,7,83.96,34,4.56,0
179.42,13337.61,9,38.13,71,2.86,0
82.51,2090.31,3,43.01,7,1.54,0
64.36,10895.25,8,89.94,41,1.05,0
53.55,13880.53,9,52.18,55,2.75,0
146.3,4789.57,10,56.7,7,1.16,0
141.06,6186.88,7,95.87,18,3.44,0
132.0,8964.9,4,89.24,43,3.43,0
84.79,13343.93,4,21.1,40,4.6,0
108.64,14186.68,4,49.96,53,1.76,0
139.17,11353.89,6,97.27,14,2.49,0
124.52,2212.68,4,40.37,21,4.44,0
198.17,10368.16,5,40.3,57,2.9,0
70.47,6744.25,9,23.53,46,1.24,0
154.27,7589.81,12,15.86,26,1.44,0
110.65,1688.08,7,75.33,24,4.25,0
114.23,3674.87,8,78.15,5,3.97,0
157.64,12067.19,5,97.06,42,4.5,0
153.87,7355.42,5,78.47,43,1.48,0
198.69,5223.27,13,28.12,32,4.04,0
69.26,6376.27,11,8.81,6,3.62,0
65.62,12961.59,7,98.62,67,1.93,0
158.65,11485.99,11,37.34,7,4.9,0
136.76,4812.42,13,34.64,29,3.28,0
91.12,2645.03,14,91.07,34,4.63,0
61.91,4527.98,12,60.58,7,4.44,0
62.85,13890.59,8,25.41,58,2.33,0
184.13,9142.24,9,89.46,31,3.14,0
78.78,8468.72,14,99.37,45,2.73,0
98.51,9349.51,2,13.23,47,3.84,0
84.0,6124.4,3,86.91,40,3.35,0
103.25,12299.5,12,42.1,30,4.14,0
60.41,8326.01,12,54.79,62,1.05,0
127.86,2634.47,2,91.91,71,3.75,0
60.14,2806.91,10,97.47,17,2.28,0
170.05,8516.03,7,29.91,5,1.9,1
85.06,14111.98,12,25.22,1,4.2,0
131.0,5316.93,2,12.65,31,1.36,0
182.01,13173.58,12,58.37,35,1.91,0
147.63,11697.34,14,6.29,30,1.81,0
129.94,4469.37,2,44.13,15,2.68,0
98.65,1508.77,14,11.97,56,2.29,0
99.95,2425.86,14,43.5,60,3.88,0
150.42,11198.92,2,8.79,27,3.8,1
199.12,3795.38,12,84.35,2,2.3,0
149.28,6197.79,13,24.93,64,2.75,0
133.67,8023.79,4,36.19,5,1.83,0
159.6,11156.55,1,87.65,68,3.68,0
119.78,2585.24,2,75.9,13,2.58,0
59.02,6689.13,3,25.81,23,1.53,0
134.34,7791.02,7,11.83,50,1.51,0
193.64,8571.58,10,72.99,37,2.29,0
76.3,12457.05,1,42.12,30,3.99,0
153.5,3403.49,6,77.78,23,1.1,1
80.14,12309.64,3,47.3,34,2.03,0
130.37,10700.3,3,37.87,64,1.65,0
64.5,8782.19,4,47.86,55,4.83,0
117.56,10793.39,13,76.11,71,3.82,0
163.42,6768.25,4,90.71,9,1.93,0
102.14,2937.57,7,9.73,4,1.83,0
149.74,10320.71,3,54.79,66,4.43,0
169.32,8345.41,8,8.12,33,1.76,0
189.08,9951.25,8,49.5,32,4.99,0
85.2,5731.98,11,89.1,44,2.13,0
109.9,13696.13,13,39.35,37,1.34,0
72.86,9223.18,7,93.58,67,3.76,0
198.87,2195.63,2,64.91,60,3.44,0
189.05,7297.26,5,93.74,59,5.0,0
130.99,11588.98,6,76.93,36,4.21,0
176.3,12117.88,12,14.83,49,2.72,0
128.14,7924.36,10,26.96,51,3.71,0
143.54,13526.47,4,42.45,8,4.27,0
63.37,4747.36,13,21.16,50,3.05,0
163.29,6748.38,10,52.02,41,2.09,0
69.16,13580.36,5,49.78,38,1.84,0
173.91,13547.59,14,95.84,55,2.18,0
167.3,10599.98,9,46.2,68,4.39,0
156.31,13025.73,11,79.63,18,2.52,0
55.42,2242.83,7,94.48,65,2.15,0
95.47,13109.93,2,88.31,64,4.22,0
89.47,5488.68,11,24.82,12,1.13,0
104.02,3496.64,1,52.12,41,3.38,0
63.15,4351.18,2,38.04,42,4.49,0
190.54,6851.56,3,42.99,60,2.64,1
133.07,4516.69,11,39.28,50,2.08,0
95.83,5487.95,2,83.5,36,2.97,0
109.55,2889.7,11,47.95,48,3.87,0
117.08,5146.47,3,54.75,71,3.07,0
140.09,9011.97,10,98.33,8,1.03,0
127.35,7185.95,11,10.7,25,1.31,0
187.91,5854.06,11,51.36,7,3.89,0
124.54,11450.33,12,78.54,8,2.6,0
198.82,13509.14,14,19.36,31,4.14,0
177.71,11595.05,12,63.1,12,3.6,0
81.28,5648.01,9,27.75,57,3.33,0
189.59,11422.19,4,87.4,66,4.61,0
67.45,3127.72,12,36.07,12,1.09,0
172.62,2824.45,9,36.26,27,1.62,1
107.09,5838.78,11,61.83,46,3.5,0
181.7,12307.83,3,22.44,7,1.26,1
180.21,4448.88,12,32.06,61,3.58,0
170.89,1885.55,1,44.58,58,4.94,0
168.5,2843.93,11,38.6,58,4.52,0
95.7,13022.43,5,54.86,13,3.36,0
62.14,9872.97,10,61.97,53,4.58,0
110.45,4544.82,10,58.83,65,1.47,0
76.03,8774.14,14,67.15,49,2.82,0
154.24,8386.11,2,34.24,35,2.71,0
101.91,10176.1,4,17.01,17,2.35,0
196.34,4264.63,2,77.28,67,1.0,0
146.15,13101.64,2,85.82,10,4.56,0
173.37,5331.16,13,29.42,34,4.11,0
69.88,10717.84,3,43.67,4,3.61,0
179.3,1225.75,5,52.36,29,1.52,0
188.41,6217.2,4,55.67,46,2.51,0
123.06,5923.94,2,67.65,46,4.7,0
140.94,8608.78,11,8.95,59,3.47,0
164.72,2018.31,14,73.54,61,3.41,0
76.23,12061.84,14,10.89,68,4.65,0
125.38,4048.93,10,49.49,66,3.24,0
109.8,10478.53,2,83.63,34,3.39,0
71.96,12244.97,14,47.87,5,2.38,0
105.13,8866.28,6,19.16,9,2.49,0
60.23,11372.36,7,98.58,20,3.74,0
53.87,10266.04,12,89.48,21,2.28,0
70.27,5977.42,10,78.27,17,3.24,0
194.47,12324.02,6,44.09,12,2.12,0
132.43,5125.82,7,22.47,67,1.66,0
194.87,8996.98,1,94.43,5,2.82,0
114.87,11435.57,6,55.57,60,1.87,0
96.77,6305.38,11,85.97,53,4.59,0
125.92,5238.75,3,37.5,52,2.21,0
115.93,7430.84,1,36.85,48,3.39,0
65.85,12451.49,8,98.63,19,2.05,0
146.12,14018.9,4,54.57,17,2.03,0
82.41,8631.17,10,18.37,54,2.4,0
142.94,10260.53,8,25.87,68,4.66,0
147.53,13645.83,10,50.78,35,2.57,0
72.8,2379.66,14,9.03,41,4.29,0
59.2,4249.1,11,48.94,13,1.79,0
167.11,10924.6,4,44.8,33,1.19,0
118.97,12532.42,4,79.04,15,4.13,0
58.72,12998.41,12,38.72,63,3.17,0
199.23,6811.5,14,98.34,15,3.01,0
58.67,2250.76,10,22.17,31,2.09,0
154.26,7128.94,4,61.14,28,1.29,0
197.55,4230.28,6,13.52,10,2.93,1
85.88,5076.75,14,74.72,57,4.47,0
71.34,11811.75,9,99.5,71,1.48,0
68.21,2057.38,5,82.82,33,4.72,0
95.49,12586.14,12,57.79,7,2.1,0
65.16,6987.37,13,51.05,5,3.13,0
153.82,9344.9,10,84.33,57,1.27,0
59.34,2255.13,14,93.92,40,2.7,0
126.41,5723.03,8,98.97,28,1.5,0
199.5,2255.81,8,42.67,36,1.19,1
172.1,14461.61,4,99.14,56,4.87,0
142.28,12301.66,11,19.81,47,3.92,1
95.94,7434.86,10,29.09,71,3.88,0
143.58,4130.44,9,13.46,40,1.36,0
129.06,14068.37,9,30.82,59,4.72,0
113.91,5824.35,5,77.95,43,2.88,0
69.61,3253.78,6,86.03,66,4.41,0
182.99,8884.3,5,78.99,9,1.05,0
117.47,14212.84,3,64.95,6,2.19,0
79.19,1053.62,11,53.83,65,4.98,0
105.16,4333.75,8,72.33,3,2.71,0
112.12,14138.27,9,42.13,37,4.55,0
174.13,3395.2,4,84.92,33,2.31,1
160.04,2585.41,9,69.33,9,3.1,1
165.4,8982.62,9,71.29,53,4.42,0
51.65,13065.81,7,55.91,51,3.42,0
112.42,7679.54,8,89.1,71,3.9,0
122.2,14923.9,3,28.94,26,1.92,0
52.88,10508.4,5,41.21,16,1.62,0
88.97,2037.05,3,78.88,40,1.92,0
164.04,14899.65,7,51.81,51,2.97,0
70.57,6710.52,6,89.48,39,4.2,0
130.3,5023.64,11,37.91,55,2.42,0
82.28,8810.31,3,40.09,36,3.26,0
51.82,5260.31,9,89.43,65,4.22,0
86.18,2210.41,12,49.12,45,1.96,0
196.38,1020.0,1,54.03,9,4.53,0
170.23,7294.17,10,36.61,37,4.81,0
193.94,12716.09,3,31.28,1,1.16,1
123.18,9012.41,11,67.32,66,1.24,0
66.46,14988.9,10,16.38,63,1.36,0
132.19,5015.85,11,88.53,43,4.11,0
118.16,4926.37,7,79.02,28,1.76,0
176.65,3236.49,3,23.12,31,3.9,0
64.71,3296.89,14,70.93,69,2.77,0
123.24,4992.61,3,62.25,8,4.35,0
72.51,12099.76,2,22.53,34,4.23,0
98.7,13680.6,9,30.95,49,4.84,0
160.6,14651.22,11,43.85,58,2.0,0
121.4,4252.06,4,71.43,47,1.92,0
106.38,13338.17,10,65.68,25,1.13,0
109.17,5595.57,13,55.56,3,2.64,0
118.92,2579.77,6,78.0,45,2.84,0
167.75,13180.35,2,77.0,52,4.86,0
183.81,9905.48,9,63.7,34,4.32,0
193.3,3306.23,7,79.76,69,1.67,0
168.04,7017.64,10,36.76,8,4.19,0
97.31,5021.61,5,88.72,27,1.71,0
153.22,11315.12,7,63.42,63,1.31,0
115.64,7347.83,14,83.12,25,4.35,0
88.2,14849.92,4,56.9,58,4.9,0
176.13,1766.43,13,25.75,48,1.35,0
55.76,5970.21,10,56.53,1,4.26,0
185.26,7746.6,13,40.26,8,4.44,0
119.22,8043.87,7,71.26,21,1.48,0
145.58,5423.1,2,50.2,29,2.13,0
148.9,11209.36,7,84.43,30,3.93,0
184.27,13246.46,4,69.42,3,4.23,0
145.5,14142.07,4,70.03,7,2.42,0
142.09,12271.31,1,25.63,11,1.64,0
60.0,12908.12,12,98.5,32,3.59,0
127.76,8707.63,3,84.96,59,3.81,0
72.53,12562.44,5,79.96,12,3.01,0
160.62,5249.05,5,36.37,38,1.58,0
126.83,6578.7,2,55.89,24,4.38,0
152.03,5436.78,4,18.02,65,3.58,0
56.25,7543.42,1,56.16,18,4.48,0
62.72,4998.11,9,18.86,46,4.73,0
157.45,14462.56,1,57.54,56,4.22,0
60.81,5379.82,6,66.63,63,4.83,0
60.69,2372.62,7,42.07,7,4.82,0
51.82,8375.44,3,52.36,66,3.48,0
193.48,1799.39,12,88.19,40,3.91,0
160.63,2547.6,1,15.31,54,3.8,0
102.99,4071.45,7,80.21,31,3.48,0
94.48,7500.9,3,21.22,52,1.08,0
102.46,7065.51,13,8.49,31,2.42,0
166.2,12195.69,10,22.63,34,1.4,0
149.21,11352.65,12,77.68,7,2.2,0
77.78,6968.46,12,43.49,16,1.27,0
76.12,5671.86,6,87.89,22,4.68,0
64.76,5430.56,13,54.85,53,2.81,0
149.05,11835.93,12,7.11,17,1.76,0
164.66,1729.01,14,73.09,4,3.34,0
89.76,1179.5,6,15.47,61,1.79,0
53.14,12137.62,14,79.99,52,4.22,0
62.33,7680.05,12,20.97,35,2.22,0
195.18,2832.34,4,37.82,44,2.26,0
94.32,4297.92,12,77.32,15,4.48,0
165.38,14055.06,11,95.65,61,3.24,0
143.7,13033.04,6,40.29,44,4.55,0
107.29,10936.99,11,83.79,21,2.65,0
