marketing_spend,impressions,clicks,price,conversion_rate
13615.74,24977,665,185.19,0.0275
9153.13,35544,1301,158.34,0.0242
17428.77,29309,1269,68.61,0.049
3954.42,7900,104,181.01,0.0207
14006.21,33188,2587,95.89,0.0448
16843.25,51382,3089,127.96,0.0377
18919.98,54149,1767,171.34,0.0363
13823.34,25077,810,62.03,0.0399
10194.91,22677,939,163.37,0.0284
12548.02,26312,1417,131.35,0.0346
17443.65,35478,718,181.87,0.0332
11626.89,29391,683,59.23,0.0429
1092.55,3562,250,101.52,0.0328
18653.5,38121,1065,171.58,0.0383
13945.77,33703,1234,33.27,0.0454
13692.01,33919,2408,49.07,0.0484
4705.67,18546,1046,198.4,0.0144
13348.27,51880,1760,77.67,0.0456
8180.36,28634,1657,195.84,0.0191
13199.04,27773,316,61.03,0.0529
2578.56,4306,265,91.39,0.0265
13327.98,30551,1347,157.99,0.0311
19988.57,43315,2899,141.82,0.0429
1440.13,3982,306,128.79,0.0167
19554.9,67353,5038,120.08,0.0542
8434.71,30751,2265,173.38,0.019
17479.69,63139,2895,69.94,0.0459
15756.52,37803,1331,105.22,0.0403
11556.82,37191,1583,56.43,0.0416
14899.76,34003,1982,131.31,0.0379
17631.05,29131,2094,72.59,0.0417
8380.74,27270,668,86.75,0.0319
6877.15,10485,779,110.11,0.0288
13518.07,34106,2287,34.55,0.0437
16253.0,37763,2965,45.63,0.0533
15364.56,49680,3558,146.61,0.043
16057.37,54846,1623,102.92,0.0434
8993.87,20328,354,177.01,0.0269
16447.77,58045,1037,148.09,0.0291
2844.08,6356,193,31.38,0.029
11117.54,29081,1541,134.84,0.0382
612.29,2031,135,45.93,0.0242
6829.42,22075,1610,162.76,0.0203
7646.0,30343,1628,198.56,0.033
8225.37,16968,176,120.3,0.0394
14061.61,44376,1023,146.07,0.0388
8076.88,24426,415,70.34,0.0408
9249.53,35035,1241,104.39,0.0223
5132.11,9704,438,175.54,0.0162
7778.41,26287,343,58.46,0.0335
4931.76,14404,495,75.14,0.0287
1927.32,4214,95,105.72,0.0199
12267.25,32951,1822,151.08,0.0205
13530.15,31585,1342,93.9,0.0428
12580.06,37090,1657,187.71,0.0328
9538.13,35506,1418,46.06,0.0477
7905.82,23111,1778,93.04,0.0286
17335.01,53380,1336,150.52,0.0366
10622.09,29709,1372,68.42,0.0257
9844.05,16025,986,141.59,0.0291
1000.02,2082,102,57.92,0.0302
7154.33,19531,1465,39.52,0.0337
7913.81,18009,657,50.57,0.0475
8277.04,16177,687,188.1,0.0223
11813.36,32609,528,123.8,0.0361
10905.25,25159,1324,165.38,0.023
12354.15,26503,800,86.55,0.0413
15415.22,41004,870,130.75,0.0302
16353.22,29979,1443,114.14,0.0466
14503.4,55394,2618,190.78,0.0363
19132.71,70203,1075,157.09,0.0498
855.54,2797,165,154.19,0.0108
4317.67,7623,409,37.88,0.0335
647.48,2227,52,123.44,0.0214
13125.76,46201,1980,109.39,0.041
18011.6,61589,3721,187.73,0.0339
5247.9,9367,441,73.75,0.0185
18577.17,57771,2177,75.87,0.052
1675.21,6007,196,99.93,0.0218
18721.5,55105,2906,71.37,0.0481
7356.64,22923,1736,51.96,0.0397
2477.71,6556,374,175.76,0.0159
9974.5,28146,429,124.91,0.0259
5507.14,8734,369,176.43,0.011
6055.02,18755,1357,171.29,0.0163
6492.15,11060,184,77.95,0.0439
16159.01,41812,3312,123.12,0.0455
11013.64,24578,1879,44.15,0.043
6570.5,18815,291,185.59,0.0204
12401.51,22739,1713,98.72,0.0375
14464.94,46709,1654,96.92,0.0478
5816.17,20284,1402,81.47,0.0281
8564.21,16344,642,108.31,0.0349
2876.78,5065,207,72.8,0.0253
4032.41,7516,409,93.72,0.0364
13781.8,50894,3268,165.99,0.0378
4038.05,11389,141,171.82,0.0251
10740.69,28658,1476,81.71,0.035
14326.4,25312,584,109.73,0.0458
2584.1,8072,276,178.55,0.0145
11562.59,42435,1458,38.95,0.044
5502.97,19648,842,181.15,0.0283
19277.07,59087,1973,67.26,0.047
9929.14,16762,294,145.35,0.0314
16216.85,28882,583,129.03,0.0436
11229.42,18228,225,124.0,0.037
1346.54,2887,124,176.09,0.0122
12846.45,23627,1815,47.27,0.055
19052.37,40965,741,88.99,0.0432
12231.43,30122,2296,121.5,0.0435
16474.18,63548,3898,167.92,0.044
17742.03,53686,2933,66.8,0.0594
4947.56,17749,979,166.5,0.0128
4634.87,15183,1031,97.94,0.0228
12414.13,22113,387,62.12,0.0499
8515.06,28439,1289,159.03,0.0175
16877.3,36923,2171,45.45,0.0427
18050.45,55916,2856,117.51,0.0429
7391.72,17388,1188,40.86,0.038
5118.98,20446,308,90.59,0.0366
15720.25,33938,1980,132.18,0.0394
5858.72,12876,610,124.54,0.0233
16540.98,63297,2313,98.79,0.0465
8762.9,13684,463,102.94,0.0352
13517.22,43819,2342,68.55,0.0456
2362.94,7829,567,107.5,0.0219
12665.26,45480,2034,192.05,0.02
9309.47,36643,2482,174.58,0.0219
11938.87,47027,1794,54.69,0.0495
3776.28,6281,108,35.06,0.0331
14869.04,52853,756,188.7,0.0318
17324.54,53979,734,119.55,0.0496
4726.43,14739,540,121.43,0.0193
2366.43,4309,145,162.72,0.0162
960.95,3003,181,83.5,0.0238
13018.44,51504,3193,111.92,0.0361
12338.33,46633,632,194.67,0.0295
11160.6,28993,739,144.27,0.0314
5022.97,8036,235,56.14,0.0249
8122.67,19541,944,52.65,0.0378
12092.29,43121,867,64.73,0.035
10186.95,33146,642,160.34,0.0301
19761.82,52336,3981,80.21,0.0585
3160.58,5176,343,33.64,0.03
14055.32,36083,817,190.51,0.0262
8384.22,22407,862,58.85,0.0361
8849.89,33819,1180,31.62,0.036
14493.16,44968,2940,70.31,0.0477
14002.5,31914,1459,69.95,0.0433
19829.49,55786,1057,101.74,0.0581
3003.69,5002,309,186.47,0.0217
2530.14,9947,376,179.46,0.0151
14624.61,35101,997,107.67,0.0447
11778.54,31739,1152,99.85,0.0357
5846.13,13962,626,124.35,0.0265
2048.68,6569,223,71.39,0.0241
2170.34,6849,184,38.87,0.0332
17936.72,58981,2235,189.67,0.0451
4241.41,9205,104,61.74,0.0342
6805.75,15580,998,63.73,0.0384
4919.8,8920,196,110.32,0.031
7422.43,23297,305,113.57,0.0325
1853.76,2965,165,33.13,0.0238
10621.67,31803,2041,55.15,0.0489
1818.44,6681,447,94.29,0.0323
16106.95,60032,2674,146.23,0.0384
5057.39,13263,323,68.83,0.0288
11030.23,29211,1800,101.91,0.0394
17661.54,29891,1763,124.75,0.0468
13192.11,41910,1142,181.06,0.0307
10892.68,38703,2835,85.43,0.0315
6824.51,14411,249,52.7,0.0365
6993.54,17856,1407,113.18,0.0319
13555.0,48759,3424,156.94,0.0383
19885.72,73434,4270,48.68,0.0567
13405.86,28259,2140,102.2,0.0385
11376.78,32724,1982,33.02,0.0487
14747.68,29219,682,35.71,0.0489
9571.51,16795,688,112.1,0.0308
1672.78,6319,95,80.69,0.0235
11464.79,40715,1518,173.67,0.0211
19173.69,65192,4036,132.37,0.0446
3918.41,6355,235,107.17,0.0286
13955.1,50368,1668,99.35,0.0427
4418.21,11466,592,114.53,0.0328
10948.64,25795,1833,36.87,0.0414
2385.19,6836,91,181.77,0.0178
9282.23,16043,593,199.71,0.0279
15245.18,51706,1090,60.85,0.0585
7277.64,21513,1262,50.47,0.0366
13465.78,26480,461,54.41,0.0395
16011.27,31552,1784,142.37,0.044
18579.97,36428,1094,142.44,0.053
5075.52,8337,199,174.15,0.0186
8286.66,24607,1859,157.81,0.0309
3472.11,12503,141,106.45,0.0307
19853.43,30649,1246,134.19,0.0514
18576.52,30141,347,147.01,0.0438
11029.16,32337,1418,117.17,0.0313
16919.65,60043,2706,110.86,0.0439
10658.68,24695,803,139.67,0.0343
12659.92,30055,579,124.77,0.0411
2237.93,6693,243,139.47,0.0211
15227.77,33281,1899,134.19,0.0375
2990.41,4685,303,152.26,0.022
16608.32,55440,2614,139.28,0.0453
15749.55,48259,2475,118.36,0.0437
14320.52,42273,1016,145.91,0.0327
1205.13,4042,122,106.41,0.0203
6411.0,20439,436,71.08,0.0372
5630.7,11344,311,30.24,0.0285
7522.66,17913,461,125.19,0.0183
2209.03,4010,186,130.41,0.0278
18770.68,34250,1692,195.25,0.0412
11299.14,36050,2745,91.45,0.0408
6457.72,23548,558,97.0,0.0246
8241.14,32197,1768,64.31,0.0396
9220.45,28315,1903,41.99,0.041
12211.59,23938,1178,161.38,0.0243
10555.75,18622,519,72.45,0.0457
18428.14,65091,1847,133.51,0.0451
10190.79,30031,383,146.92,0.0286
19847.08,60449,1897,110.11,0.0469
17102.79,59067,3669,178.98,0.0277
4565.96,14877,198,105.45,0.0293
18646.61,66869,1695,78.43,0.0514
2769.14,4543,270,182.32,0.015
16440.27,55384,3588,176.47,0.0434
7922.15,28735,1203,57.89,0.0292
17620.5,39035,2298,34.41,0.05
17427.11,54044,2008,45.3,0.0474
16215.55,37059,785,78.71,0.0451
15905.59,61951,2346,195.28,0.0347
6441.24,10200,516,124.95,0.0293
2077.93,6129,468,93.45,0.022
8358.11,16016,237,181.08,0.02
3883.73,12741,580,107.03,0.0336
14051.55,27256,900,83.59,0.0548
7248.94,15139,690,190.01,0.0226
19524.4,53417,624,174.42,0.0381
12998.96,49228,1571,173.42,0.0395
16538.37,33561,2262,117.09,0.0359
3084.23,5739,280,164.2,0.0165
17309.28,58807,2443,60.49,0.0464
18493.77,50886,1526,127.45,0.0392
9997.71,37786,1166,197.25,0.0239
12321.93,22999,847,79.46,0.0362
15413.79,48011,3288,165.04,0.0367
3909.35,8140,633,113.38,0.0247
10300.04,19487,793,36.77,0.0387
8273.93,26548,996,159.71,0.0246
3354.29,10010,693,58.66,0.028
7666.92,25968,1036,137.35,0.0318
1829.36,4159,202,44.56,0.0275
1003.33,2629,69,190.97,0.0165
3135.74,7882,489,79.59,0.0297
19280.74,76356,3607,68.5,0.0549
11215.83,25018,1667,51.95,0.0486
19333.53,43250,2796,190.82,0.0343
8933.71,21319,534,151.02,0.0259
6580.41,19159,1151,156.08,0.0331
10369.77,22096,1458,114.9,0.0328
9070.48,34361,1176,110.7,0.0185
2560.46,5541,122,48.7,0.028
12996.11,48599,495,125.17,0.0377
4712.74,8288,344,71.98,0.0168
12581.97,39525,1370,196.11,0.0359
13178.92,49651,2425,165.42,0.0297
3464.48,6658,154,100.21,0.0268
1696.32,6651,467,55.73,0.0258
15724.85,41391,1161,163.51,0.0308
9466.11,36580,946,50.75,0.0338
1634.19,5216,228,62.19,0.0216
19899.89,44854,2015,65.96,0.0587
1626.72,3206,80,124.67,0.0192
14053.19,31751,922,163.8,0.0321
19681.74,34099,746,83.43,0.0465
5164.01,9603,579,44.39,0.0393
3273.86,5767,369,108.97,0.0313
2867.01,7332,311,157.18,0.0245
6413.87,22378,1342,67.68,0.0353
2470.39,4579,282,67.39,0.0284
13997.15,25556,503,191.03,0.0258
1714.69,5330,414,192.21,0.0121
10433.73,20794,1403,198.38,0.0224
19935.59,34768,845,167.3,0.034
16372.42,31388,723,61.99,0.0536
12496.78,47604,895,66.04,0.0387
6471.95,22999,453,87.84,0.0369
12665.97,30210,1884,84.08,0.045
10777.31,33836,1451,192.61,0.0297
8808.63,25045,1623,164.14,0.0299
3048.85,9734,606,153.08,0.0162
17788.78,57043,2985,61.61,0.0598
9270.8,28478,1653,184.62,0.0257
4295.14,9300,105,170.74,0.0209
7671.31,12255,390,57.82,0.0325
8575.53,22630,1237,178.1,0.0204
16636.99,62013,661,76.28,0.0497
14805.48,43287,533,43.75,0.0489
15501.45,55510,3865,141.66,0.0351
715.11,2845,165,141.15,0.0098
8615.0,16446,470,46.14,0.032
9886.21,31927,1857,84.2,0.0424
874.25,2785,182,198.78,0.0084
5566.36,21986,692,145.33,0.0221
15325.65,60751,761,154.11,0.0448
3173.64,10209,769,66.2,0.0225
10938.55,23070,788,43.39,0.0384
4696.44,16421,287,77.07,0.0255
736.36,1302,58,72.31,0.032
5203.43,17961,1146,69.87,0.0408
19529.54,73734,1881,62.77,0.0568
16129.97,39633,1144,127.71,0.0453
19211.74,59107,1595,85.78,0.0473
10013.15,25787,2048,169.46,0.0378
2639.86,6849,163,61.27,0.0292
11185.21,25457,1280,108.99,0.0401
9360.36,31875,2383,32.32,0.0403
16964.96,65153,1321,111.89,0.0429
2412.61,9293,724,39.49,0.038
10020.7,19410,1481,196.21,0.0281
3425.95,12631,908,164.4,0.026
6831.18,22841,571,113.32,0.0302
14878.46,31722,1725,44.72,0.0436
9782.35,16319,1032,130.72,0.0287
7829.82,16991,1343,158.99,0.0264
8192.29,30971,701,62.42,0.0329
9459.21,29162,1855,126.6,0.026
15807.82,52207,1760,168.42,0.0429
17895.65,38348,855,160.6,0.0381
19129.03,63097,2492,166.51,0.0427
15844.62,24881,1631,179.48,0.0373
6650.43,16216,690,189.41,0.0181
13918.63,42687,2033,98.94,0.0482
9033.26,16849,1342,126.69,0.0253
5466.08,19446,738,164.41,0.0231
16897.0,35274,1872,148.51,0.0417
1249.31,3911,139,199.24,0.0117
18084.36,45446,1704,32.33,0.0474
9498.81,28402,1667,90.37,0.0396
12925.43,22860,1729,77.77,0.0453
13357.4,20601,988,74.59,0.0392
17954.8,67760,4322,67.83,0.0537
12915.06,28078,456,150.55,0.0362
12471.7,44264,1097,44.41,0.0379
1799.71,7196,325,156.07,0.0128
10608.96,21521,245,147.88,0.0368
3428.3,7415,205,72.64,0.0294
14879.96,46978,2171,72.98,0.0422
10488.33,41047,453,136.91,0.0277
13764.44,52161,1488,159.57,0.0321
1312.62,3619,166,179.0,0.0118
2153.44,7511,376,174.86,0.0115
14468.31,26612,1991,194.03,0.0236
1905.64,7515,415,128.84,0.0257
1889.51,7390,288,184.47,0.0192
736.12,1405,106,167.45,0.008
19151.78,43064,2797,182.09,0.0412
14881.41,26048,625,31.98,0.0446
7388.4,16102,308,194.2,0.0204
6282.44,22239,1274,110.5,0.0266
7319.21,17901,881,165.69,0.0223
15605.74,26857,1753,51.62,0.0583
13396.73,31557,1948,97.31,0.0382
4111.31,16254,874,76.15,0.0245
3895.13,11974,947,79.58,0.0241
2418.72,6145,291,50.95,0.0338
13375.9,25633,459,166.98,0.0251
15405.27,61089,4153,31.57,0.0461
5668.41,20135,556,83.13,0.0374
908.43,2002,129,59.65,0.0266
2102.35,3522,271,130.14,0.0211
19373.27,31802,1869,73.22,0.0624
6261.17,11276,583,74.03,0.0332
15499.85,45754,1932,113.02,0.0384
12680.94,48465,1721,140.96,0.0335
7947.82,21792,756,50.62,0.0312
4510.9,16272,888,59.84,0.0371
2867.04,7496,469,72.02,0.03
12492.75,40870,2350,195.54,0.0348
15605.36,51961,1241,97.52,0.0497
13056.13,25262,1126,131.83,0.0343
10840.89,26051,1704,71.06,0.0344
1318.05,4077,177,113.38,0.0204
19385.53,32505,1546,42.6,0.0505
16074.93,38642,2472,35.91,0.0513
6210.03,17618,992,109.68,0.034
19609.42,78253,3025,97.77,0.0488
12236.69,32872,2389,53.27,0.0438
11857.24,41976,897,146.89,0.0326
15087.43,38928,3102,198.79,0.0368
16329.51,57006,1044,97.26,0.0414
13301.33,39752,439,136.17,0.0254
2997.87,11142,806,193.71,0.0175
7096.22,17935,487,171.36,0.0284
18597.63,55993,3420,108.8,0.0492
4880.0,15006,1002,155.37,0.0186
7757.26,19730,1384,51.78,0.0308
8925.5,16608,1319,117.06,0.0342
9068.4,15724,481,77.44,0.0366
12452.32,19197,1146,57.4,0.0423
18889.98,69588,1258,102.47,0.0572
5193.51,10861,418,52.27,0.0278
2869.28,5821,404,148.83,0.0283
4350.67,14532,519,107.56,0.0259
17795.04,40929,2103,120.29,0.0355
13093.31,36204,1639,54.88,0.0433
6075.18,11581,639,53.76,0.0385
16410.97,63992,4998,129.18,0.0399
17296.71,62769,873,197.45,0.0288
17007.03,62237,3123,46.36,0.0501
18419.07,46360,3264,78.57,0.0455
5418.7,18456,806,177.81,0.0228
15223.32,28311,439,42.29,0.0525
9480.52,14425,710,178.9,0.021
16918.97,26223,872,119.13,0.0399
14705.57,43624,909,99.41,0.0459
15640.73,41268,2865,82.65,0.0409
13295.16,37160,1728,80.51,0.0365
3959.86,6014,453,81.99,0.0218
11128.02,28451,1890,180.42,0.0304
19701.06,64918,3798,153.05,0.0458
18779.07,48952,507,143.85,0.0404
1341.89,4469,179,165.79,0.0155
3713.89,7734,184,73.71,0.0358
3068.71,10841,800,135.07,0.0162
14656.61,43546,968,108.21,0.0314
16446.81,33336,1001,163.02,0.0406
4663.47,9755,450,82.57,0.0282
10364.13,31819,905,139.34,0.0281
16893.71,60392,1491,179.98,0.0406
14789.63,37552,1950,98.37,0.0465
11073.63,23761,386,41.33,0.0314
12011.78,44054,620,117.73,0.033
10413.03,33042,1191,88.82,0.0483
6302.19,16513,998,144.28,0.0279
11517.93,31326,1530,191.68,0.0315
13933.26,28015,1109,112.55,0.0455
17529.8,53764,2667,109.25,0.0455
12907.68,30938,1101,141.28,0.0392
15341.87,61200,4622,47.59,0.0518
3621.4,9779,135,73.1,0.0308
9500.37,25791,1474,186.23,0.024
681.97,1988,144,143.89,0.0175
5310.24,20136,1334,32.29,0.0318
14666.0,51361,1175,64.79,0.0456
19840.29,52137,1601,146.08,0.0393
2433.97,8024,483,159.95,0.0137
8329.14,24701,393,172.78,0.0238
16101.38,43972,2939,79.67,0.0415
4478.69,8871,535,188.27,0.0154
11324.16,30120,1840,124.0,0.0338
14794.89,31284,532,148.41,0.0394
12511.72,47383,2855,131.45,0.0404
4166.48,9743,561,50.87,0.0288
7430.0,28833,1965,193.73,0.0284
15783.94,44710,577,50.89,0.0533
11307.42,34814,404,73.33,0.0421
601.98,1720,62,168.32,0.0148
15339.32,27971,571,135.16,0.0411
1188.57,2900,142,172.49,0.0205
15041.81,26291,1951,117.68,0.0469
4448.37,13600,509,94.09,0.0339
19182.43,50204,3471,186.71,0.0403
7674.84,26440,265,36.16,0.0407
6875.17,14102,307,175.54,0.0295
3403.32,6505,79,69.24,0.0251
6459.28,16250,536,174.29,0.0207
17594.69,67149,4940,53.66,0.0511
19928.52,65287,1096,128.64,0.0515
7682.04,19569,1026,180.98,0.028
9247.91,25831,1075,110.5,0.0317
14580.38,24940,1888,156.92,0.0286
17780.82,70438,1308,166.79,0.0412
12064.36,38196,949,155.2,0.028
8134.75,18006,217,187.31,0.016
8546.13,25335,1023,105.96,0.0259
14064.55,24946,735,59.43,0.0468
562.76,2203,156,38.13,0.0338
12581.99,24371,1276,71.9,0.0419
7432.11,23189,1229,54.34,0.0368
15986.85,33790,1596,124.85,0.0474
2313.32,7620,125,61.44,0.0196
11969.94,41201,1695,36.62,0.0469
9878.97,31450,2515,36.12,0.0411
13025.35,39548,2708,171.37,0.0352
1764.65,6584,478,130.55,0.0172
11809.68,20036,1355,90.87,0.0345
11448.95,26645,459,182.02,0.0297
11432.87,24246,628,41.93,0.0512
12268.01,48704,498,196.65,0.033
13691.12,33865,1058,134.77,0.0345
16197.29,53962,950,61.19,0.0415
5761.5,18505,797,145.44,0.0157
16588.46,33678,1933,159.77,0.0455
10215.99,21428,1526,102.99,0.0302
2002.64,4412,276,176.48,0.0137
1641.74,4150,314,55.62,0.0335
7017.65,14637,202,77.4,0.0247
15805.49,24485,266,45.89,0.0566
14299.78,52887,2977,65.85,0.0436
15877.99,62147,1880,70.58,0.041
10586.75,24920,691,186.0,0.026
9083.88,21313,707,43.28,0.0357
3375.32,5123,148,102.66,0.027
6899.76,22084,1011,120.51,0.0251
8963.38,31942,1304,182.78,0.0156
2227.71,4158,191,199.61,0.0123
4801.93,9120,521,158.08,0.0146
12165.39,42277,1568,195.03,0.0298
14845.43,45141,1246,163.81,0.03
19967.78,32191,696,193.74,0.0381
18695.71,57141,1969,150.24,0.0439
13030.02,29608,1834,43.56,0.0441
8714.34,21104,1329,98.33,0.0345
12905.46,44193,2505,139.92,0.0388
15820.21,55803,1472,89.62,0.039
2807.56,7021,359,76.48,0.0262
8493.15,32850,1641,128.16,0.0133
16876.14,42463,1864,188.7,0.0377
7984.74,27384,1328,35.95,0.0369
11651.51,31572,1403,160.77,0.0265
11961.5,44782,2220,152.86,0.0342
4097.29,15444,928,193.87,0.0226
7563.59,12998,230,188.22,0.0201
7022.97,26977,1685,159.58,0.0199
1010.84,3602,70,118.47,0.0205
971.74,3380,50,64.73,0.0183
16718.09,33474,2622,122.69,0.0395
5824.88,20462,1575,160.11,0.0288
10602.54,38438,547,182.26,0.028
6325.15,14060,577,164.25,0.0137
18843.25,73124,1685,63.2,0.043
5556.29,9027,397,131.95,0.026
8878.31,16645,1134,86.47,0.039
17518.24,49821,3813,31.56,0.045
16917.7,49729,2705,64.04,0.0512
4128.98,12853,447,49.25,0.0379
16151.54,24913,1301,173.26,0.0463
9434.64,36804,1172,73.95,0.0384
9917.89,15982,1178,78.4,0.0396
3102.86,5764,409,193.19,0.0047
2071.73,3180,156,94.44,0.0342
14694.82,42867,1403,31.63,0.046
10180.99,39000,1191,78.25,0.0328
9018.59,28543,352,50.28,0.0372
14725.41,52373,3515,47.48,0.0549
15427.5,23653,982,43.17,0.0599
3598.71,10274,337,130.85,0.0229
12399.39,32845,1412,62.19,0.0474
3139.4,8625,581,91.41,0.0258
15151.81,25463,477,176.54,0.0299
13310.63,42742,2993,102.14,0.0471
19153.99,52828,3847,185.67,0.0371
1844.68,6296,480,114.65,0.029
1612.57,4375,165,97.8,0.0291
6002.65,11246,283,157.57,0.0263
5603.26,17486,632,42.44,0.0433
5316.09,10265,342,45.21,0.0446
18171.96,66891,1494,140.84,0.0423
5366.15,16274,855,112.78,0.0227
5803.02,10985,476,164.37,0.0129
15308.27,59792,4221,185.77,0.0456
9269.93,25918,317,96.02,0.0321
15645.86,26320,1449,131.39,0.046
1774.64,5443,345,115.12,0.0174
10007.64,21346,1348,196.87,0.033
1155.47,4055,292,171.28,0.0111
1721.74,6103,372,185.0,0.0081
18175.53,71746,5377,73.24,0.0489
3215.28,8857,295,161.33,0.016
10882.2,28701,1298,75.13,0.0418
8516.36,28817,317,65.49,0.036
7273.19,13319,140,190.53,0.025
18046.75,51745,1387,33.28,0.0523
925.56,2652,45,194.12,0.0087
13443.9,23173,654,55.37,0.0417
19286.19,49083,1099,169.3,0.0522
11423.28,41503,498,76.91,0.0406
18768.04,68323,5032,89.62,0.0393
1519.03,2655,28,66.85,0.023
8666.47,14965,921,129.54,0.0305
5573.08,12020,248,89.18,0.0387
14751.01,54386,4017,141.76,0.0431
19635.29,35781,2594,32.66,0.0516
5502.34,18158,1013,40.94,0.0463
13256.4,23237,1326,46.94,0.045
4362.9,13341,138,101.23,0.0327
11523.94,27544,2174,168.52,0.0247
9546.68,33149,2368,180.99,0.0142
19454.1,40547,2946,71.62,0.045
12366.28,38311,2151,127.64,0.0195
7315.37,15283,522,160.62,0.0355
2724.87,8949,649,79.1,0.0272
3449.31,12708,386,99.53,0.0206
4893.68,8892,439,119.08,0.0277
5393.85,19776,336,52.93,0.0337
17087.01,50987,3800,34.42,0.0553
11443.84,20802,413,55.98,0.0476
10706.12,27502,708,136.57,0.031
2737.99,5208,256,42.52,0.0255
17272.72,56151,3565,62.25,0.0538
14594.88,49581,2645,87.44,0.0472
1819.53,3211,84,43.24,0.0289
14302.78,39552,398,62.59,0.0561
11099.0,39252,2473,184.92,0.026
2093.64,8040,635,33.28,0.0253
9436.86,26270,1752,141.08,0.0321
9951.58,38569,1628,95.35,0.032
3732.6,10598,776,144.35,0.0236
18941.11,47078,1821,130.08,0.0412
17074.52,61818,2890,67.99,0.0468
13545.94,37014,1606,174.03,0.0424
9514.76,25497,1054,113.63,0.0309
8529.43,23249,1494,169.83,0.0218
13193.98,47722,2237,99.02,0.0457
11135.92,39865,1282,197.4,0.0217
1714.33,4301,121,160.98,0.013
10493.8,24485,310,194.21,0.0292
16224.87,44291,2251,117.44,0.0473
9455.18,27722,723,110.53,0.0392
1513.15,3171,65,158.43,0.0127
15832.42,55174,3077,179.65,0.0388
4426.59,12024,694,193.9,0.0149
5543.11,12944,811,85.17,0.0268
3711.77,6559,297,165.78,0.025
6939.19,14552,1056,65.81,0.0311
15256.65,59092,4464,122.75,0.042
10628.02,24049,1600,60.57,0.0407
4495.18,8640,471,89.06,0.0225
17617.69,46717,1460,188.33,0.0424
17651.85,40029,3155,54.84,0.0538
17476.28,27751,810,137.51,0.0325
5156.53,11901,288,130.8,0.026
9299.17,26598,1089,50.53,0.035
19707.3,56743,793,85.42,0.0565
15554.24,37196,2920,125.71,0.0335
1029.76,2696,138,61.82,0.0236
1771.49,6933,340,166.11,0.0179
9546.66,23326,1304,195.27,0.0251
18229.79,39113,1752,66.51,0.0545
11004.69,23205,284,61.78,0.0327
10207.34,26992,1427,107.34,0.0428
2556.74,8690,523,157.12,0.0207
13307.21,26814,1050,77.87,0.049
16531.01,54110,3410,33.38,0.0558
7918.19,12296,318,122.01,0.0296
15624.43,39801,1014,192.62,0.0278
19307.29,66411,1414,96.52,0.0465
4473.45,10498,378,101.42,0.0345
10704.93,31144,2158,194.71,0.0335
6099.19,12274,834,148.08,0.0212
15960.66,53548,1970,152.26,0.0246
11763.07,19182,983,125.66,0.034
12874.36,46751,2826,195.68,0.0283
16059.33,32046,862,147.11,0.0381
8221.42,30304,660,182.16,0.0268
18344.26,43684,3409,148.89,0.047
10894.06,36023,1917,154.97,0.0358
3580.12,8227,647,79.37,0.0297
14070.03,52971,1782,81.59,0.0339
15968.6,29008,1718,163.11,0.0359
6676.85,12995,332,80.44,0.0435
17215.0,47041,1331,125.67,0.0451
18169.79,30977,1420,72.39,0.0519
5899.64,11740,380,168.89,0.0238
19678.67,75948,1651,48.79,0.0567
3243.87,12785,363,171.01,0.0058
4439.31,10835,135,132.46,0.0222
4092.38,15585,924,61.77,0.0298
17932.8,51325,2281,122.15,0.0511
13258.7,28829,478,78.02,0.0423
3466.03,11285,248,84.99,0.0185
9086.31,28597,491,89.76,0.0368
12498.31,49653,2626,40.76,0.0407
2127.55,4601,76,197.61,0.0073
17707.12,56311,3536,35.36,0.0489
16170.27,26358,301,142.62,0.0427
10351.53,18468,507,93.11,0.0425
19358.97,29228,2115,139.82,0.0475
8646.34,34574,2085,90.56,0.0371
19690.15,69027,1043,144.54,0.0474
13524.44,46887,3164,153.97,0.0354
12876.09,35722,1590,147.39,0.0381
3736.12,8407,582,49.37,0.0186
17697.59,33239,1730,141.67,0.0429
8836.05,19543,1128,77.6,0.0303
3663.55,8939,711,34.9,0.0378
745.85,2529,66,100.52,0.0203
11415.24,32524,1746,103.7,0.0369
10784.29,18265,771,109.42,0.0277
14527.4,22446,286,149.82,0.0419
17860.03,31359,345,82.5,0.0517
2048.43,5175,95,83.6,0.0275
14764.18,56591,3137,40.29,0.0441
4154.53,12852,639,146.76,0.0177
17234.45,60399,2944,126.53,0.0443
16471.74,43913,537,89.4,0.0423
11045.48,26555,1138,149.88,0.0338
14349.73,25413,1899,121.35,0.0286
6629.83,24463,925,109.77,0.0265
9687.77,33499,1800,116.93,0.0418
16521.92,31727,2049,138.18,0.0432
9455.67,26293,1706,142.2,0.0308
7477.07,20326,942,79.12,0.0432
10137.14,31047,2175,53.93,0.0281
16650.86,64363,2407,56.63,0.0452
7036.56,20754,1499,138.7,0.0247
3888.35,11084,297,178.39,0.0223
14384.27,23386,693,99.61,0.046
16606.58,27522,378,58.82,0.0447
2462.43,4847,318,158.62,0.0228
5177.55,8187,321,171.52,0.0186
3268.45,10977,286,179.7,0.023
7284.86,24101,632,133.16,0.0224
9281.84,17080,1249,176.32,0.0257
15102.11,54220,3707,32.62,0.0469
13197.38,24903,1214,48.23,0.0503
12608.11,28405,1509,45.74,0.0417
7371.31,15645,676,151.14,0.0257
